"Pathways"	"TopCut_highestMinuslogP_meanUPandDOWN"	"maximum_MinuslogP_meanUPandDOWN"	"sum_MinuslogP_meanUPandDOWN"	"times_significant_meanUPandDOWN"	"FirstTopCut_significant_meanUPandDOWN"	"PEBBA_score_meanUPandDOWN"	"TopCut_highestMinuslogP_minUPandDOWN"	"maximum_MinuslogP_maxUPandDOWN"	"sum_MinuslogP_maxUPandDOWN"	"times_significant_maxUPandDOWN"	"FirstTopCut_significant_minUPandDOWN"	"PEBBA_score_maxUPandDOWN"	"TopCut_highestMinuslogP_up"	"maximum_MinuslogP_up"	"sum_MinuslogP_up"	"times_significant_up"	"FirstTopCut_significant_up"	"PEBBA_score_up"	"TopCut_highestMinuslogP_down"	"maximum_MinuslogP_down"	"sum_MinuslogP_down"	"times_significant_down"	"FirstTopCut_significant_down"	"PEBBA_score_down"	"TopCut_highestMinuslogP_any"	"maximum_MinuslogP_any"	"sum_MinuslogP_any"	"times_significant_any"	"FirstTopCut_significant_any"	"PEBBA_score_any"
"Biosynthesis of the N_glycan precursor dolichol lipid_linked oligosaccharide LLO and transfer to a nascent protein"	100	0.404368803187189	1.34327929120803	0	0	0.166301031305706	100	0.404368803187189	1.34327929120803	0	0	0.166301031305706	100	0.404368803187189	1.34327929120803	0	0	0.166301031305706	300	0.0596938678198877	0.696454599034795	0	0	0.0212101172098486	350	0.0466832507205101	0.30408976912468	0	0	0.0158875199178682
"BMAL1:CLOCKNPAS2 activates circadian gene expression"	150	0.333408055879153	1.14917794659122	0	0	0.127440333548107	100	0.390634500839599	2.1580180156051	0	0	0.161686291198686	150	0.333408055879153	1.14917794659122	0	0	0.127440333548107	100	0.390634500839599	2.1580180156051	0	0	0.161686291198686	150	0.278676016474303	1.99703278747951	0	0	0.10932262559083
"Branched_chain amino acid catabolism"	550	0.0348874013986122	0.137365414487762	0	0	0.0102492440029042	200	0.174635284563841	1.13952257951282	0	0	0.0663722393729974	550	0.0348874013986122	0.137365414487762	0	0	0.0102492440029042	200	0.174635284563841	1.13952257951282	0	0	0.0663722393729974	200	0.245485898380792	1.99100203561228	0	0	0.0901642206125742
"Budding and maturation of HIV virion"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	1300	0.0142400616468884	0.0442463219142201	0	0	0.00307002369097604	650	1.38898581037418	25.229839492198	0.689655172413793	100	0.211486095002459
"Butyrate Response Factor 1 BRF1 binds and destabilizes mRNA"	450	0.0563098633968081	0.22136120006144	0	0	0.0175418735224042	450	0.0563098633968081	0.512696258434901	0	0	0.0175418735224042	450	0.0563098633968081	0.22136120006144	0	0	0.0175418735224042	800	0.0501842618712656	0.512696258434901	0	0	0.0127848416780313	850	0.258022958480878	2.60218397423373	0	0	0.0580829785078931
"B_WICH complex positively regulates rRNA expression"	450	0.0563098633968081	0.22136120006144	0	0	0.0175418735224042	150	0.201713210157623	1.32285359238248	0	0	0.0821086077219796	450	0.0563098633968081	0.22136120006144	0	0	0.0175418735224042	150	0.201713210157623	1.32285359238248	0	0	0.0821086077219796	100	0.364188364406899	1.71143345659907	0	0	0.152619842848925
"Ca2+ pathway"	450	0.0563098633968081	0.22136120006144	0	0	0.0175418735224042	100	0.355501200711917	1.81780730923664	0	0	0.149588948683456	450	0.0563098633968081	0.22136120006144	0	0	0.0175418735224042	100	0.355501200711917	1.81780730923664	0	0	0.149588948683456	650	0.0678850622062307	0.417884244303903	0	0	0.0184904797875613
"Ca_dependent events"	650	0.0284745759093243	0.127090787200246	0	0	0.00790897834664147	650	0.0501842618712656	0.530580762544754	0	0	0.0127848416780313	650	0.0284745759093243	0.127090787200246	0	0	0.00790897834664147	800	0.0501842618712656	0.530580762544754	0	0	0.0127848416780313	150	0.362187432451618	2.14358562672273	0	0	0.136576615928835
"Calmodulin induced events"	650	0.0284745759093243	0.127090787200246	0	0	0.00790897834664147	650	0.0501842618712656	0.533462319411752	0	0	0.0127848416780313	650	0.0284745759093243	0.127090787200246	0	0	0.00790897834664147	800	0.0501842618712656	0.533462319411752	0	0	0.0127848416780313	150	0.368212787324482	2.22243003194162	0	0	0.138456359813533
"Calnexinslashcalreticulin cycle"	100	0	0	0	0	0	100	0.0501842618712656	0.418326134373814	0	0	0.0127848416780313	100	0	0	0	0	0	800	0.0501842618712656	0.418326134373814	0	0	0.0127848416780313	150	0.362187432451618	2.28865770089038	0	0	0.136576615928835
"CaM pathway"	650	0.0284745759093243	0.127090787200246	0	0	0.00790897834664147	650	0.0501842618712656	0.533462319411752	0	0	0.0127848416780313	650	0.0284745759093243	0.127090787200246	0	0	0.00790897834664147	800	0.0501842618712656	0.533462319411752	0	0	0.0127848416780313	150	0.368212787324482	2.22243003194162	0	0	0.138456359813533
"Cargo concentration in the ER"	150	0.347947000142421	1.21374022116194	0	0	0.132088718770795	100	0.517986369934624	3.26469777805579	0	0	0.202140550733741	150	0.347947000142421	1.21374022116194	0	0	0.132088718770795	100	0.517986369934624	3.26469777805579	0	0	0.202140550733741	750	0.237120782022674	2.36632635166916	0	0	0.0564658642627036
"Cargo trafficking to the periciliary membrane"	650	0.0284745759093243	0.10247801308915	0	0	0.00790897834664147	100	0.359563271163922	1.61892424359468	0	0	0.151009456007405	650	0.0284745759093243	0.10247801308915	0	0	0.00790897834664147	100	0.359563271163922	1.61892424359468	0	0	0.151009456007405	300	0.114179471409814	0.56044061146399	0	0	0.039494933345665
"Caspase activation via extrinsic apoptotic signalig pathway"	1250	0.108515287637817	0.419810396908452	0	0	0.0226731456443697	100	0.432520774977552	2.07693638087176	0	0	0.175564313646888	1250	0.108515287637817	0.419810396908452	0	0	0.0226731456443697	100	0.432520774977552	2.07693638087176	0	0	0.175564313646888	100	0.477479842965305	2.35711979789237	0	0	0.189827605109198
"CD209 DC_SIGN signaling"	100	0	0	0	0	0	100	0.432520774977552	2.43297082267478	0	0	0.175564313646888	100	0	0	0	0	0	100	0.432520774977552	2.43297082267478	0	0	0.175564313646888	550	0.0958178185571627	0.551372281941871	0	0	0.0273138372409851
"CD22 mediated BCR regulation"	700	0.0184254950519611	0.0533580889873984	0	0	0.00500768753760438	300	0.149476435694635	0.93500814709441	0	0	0.050819431771712	700	0.0184254950519611	0.0533580889873984	0	0	0.00500768753760438	300	0.149476435694635	0.93500814709441	0	0	0.050819431771712	100	0.67320752603262	6.59473351889981	0	0	0.24496505566195
"CD28 co_stimulation"	100	0	0	0	0	0	100	0.432520774977552	1.9611182916642	0	0	0.175564313646888	100	0	0	0	0	0	100	0.432520774977552	1.9611182916642	0	0	0.175564313646888	550	0.452366955480183	4.27076106479394	0	0	0.108776289590445
"CD28 dependent PI3KslashAkt signaling"	100	0	0	0	0	0	100	0.0501842618712656	0.458252919907918	0	0	0.0127848416780313	100	0	0	0	0	0	800	0.0501842618712656	0.458252919907918	0	0	0.0127848416780313	550	0.63977783157011	5.84079434440998	0	0	0.141273855669996
"Cdc20:Phospho_APCslashC mediated degradation of Cyclin A"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	100	0.255256968713326	1.56936672191936	0	0	0.112641302875763	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	100	0.255256968713326	1.56936672191936	0	0	0.112641302875763	100	0.535522917202704	3.83975922898683	0	0	0.207318443171333
"CDK_mediated phosphorylation and removal of Cdc6"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0501842618712656	0.559714286571487	0	0	0.0127848416780313	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	800	0.0501842618712656	0.559714286571487	0	0	0.0127848416780313	100	0.561863803665629	4.79296525528645	0	0	0.214927283095772
"CDO in myogenesis"	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	400	0.0585353138167231	0.299820639042492	0	0	0.0189516887452521	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	950	0.0368374054957634	0.299820639042492	0	0	0.00885970835268578	250	0.211302971385804	1.48620986355841	0	0	0.0737934868548866
"CDT1 association with the CDC6:ORC:origin complex"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0501842618712656	0.662774105835721	0	0	0.0127848416780313	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	800	0.0501842618712656	0.662774105835721	0	0	0.0127848416780313	100	1.15378168116138	8.14968553904707	0.0689655172413793	100	0.342279194324534
"Cell_cell junction organization"	150	0.391243966280447	1.5366494254118	0	0	0.145537963452742	150	0.391243966280447	1.5366494254118	0	0	0.145537963452742	150	0.391243966280447	1.5366494254118	0	0	0.145537963452742	300	0.110204083404141	0.895735794803917	0	0	0.0381942644111041	1300	0.00334374202348208	0.0105571556290201	0	0	0.000724811807339429
"Cell death signalling via NRAGE NRIF and NADE"	950	0.646495894230351	6.64510032510479	0	0	0.116633407042787	200	0.646495894230351	6.64510032510479	0	0	0.116633407042787	950	0.646495894230351	6.64510032510479	0	0	0.116633407042787	200	0.13554054302863	1.0433454582523	0	0	0.0525041544424582	100	0.95140685051323	4.06267499782459	0.0344827586206897	100	0.306901340403923
"Cell_extracellular matrix interactions"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	100	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	100	0	0	0	0	0	100	0	0	0	0	0
"Cell junction organization"	150	0.333408055879153	1.17236759923177	0	0	0.127440333548107	150	0.333408055879153	1.17236759923177	0	0	0.127440333548107	150	0.333408055879153	1.17236759923177	0	0	0.127440333548107	300	0.095722952278338	0.815767198153525	0	0	0.0334123585566339	700	0.0198163012889994	0.113119261010747	0	0	0.00538194935605284
"Cellular response to heat stress"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	250	0.0712817261211173	0.764733564855772	0	0	0.0239653756475676	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	250	0.054299083343713	0.764733564855772	0	0	0.0204759277860128	150	0.114952441760597	0.823402111552859	0	0	0.0488107488984663
"Cellular response to hypoxia"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	100	0.432520774977552	1.81545496580923	0	0	0.175564313646888	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	100	0.432520774977552	1.81545496580923	0	0	0.175564313646888	100	1.24616495304042	10.4581808141796	0.172413793103448	100	0.356197167098459
"Centrosome maturation"	750	0.399772689962073	2.51999543526806	0	0	0.088141667751682	400	0.399772689962073	2.51999543526806	0	0	0.088141667751682	750	0.399772689962073	2.51999543526806	0	0	0.088141667751682	400	0.0326269119941326	0.39232415510835	0	0	0.0107001320108985	550	0.0958178185571627	0.916749198302759	0	0	0.0273138372409851
"cGMP effects"	450	0.0563098633968081	0.224039822499484	0	0	0.0175418735224042	450	0.0563098633968081	0.262983233546728	0	0	0.0175418735224042	450	0.0563098633968081	0.224039822499484	0	0	0.0175418735224042	1150	0.0351383034562721	0.262983233546728	0	0	0.00786308898451562	650	0.136579924902789	0.746817819397522	0	0	0.0359664890904687
"Chaperonin_mediated protein folding"	250	0.09609135693542	0.620149148575704	0	0	0.0354955624861942	150	0.248346499126852	1.25738023085186	0	0	0.0988474708936614	250	0.09609135693542	0.620149148575704	0	0	0.0354955624861942	150	0.248346499126852	1.25738023085186	0	0	0.0988474708936614	100	0.233849253502685	0.798632266565087	0	0	0.104259440045228
"Chemokine receptors bind chemokines"	150	0.333408055879153	1.29044336666015	0	0	0.127440333548107	150	0.333408055879153	1.29044336666015	0	0	0.127440333548107	150	0.333408055879153	1.29044336666015	0	0	0.127440333548107	250	0.101548257952165	0.897320171754733	0	0	0.0374107810985719	100	0.385049319877098	2.54795046205258	0	0	0.159791461354797
"Cholesterol biosynthesis"	100	0.604736065499167	1.9375975283563	0	0	0.226890713228622	100	0.604736065499167	1.9375975283563	0	0	0.226890713228622	100	0.604736065499167	1.9375975283563	0	0	0.226890713228622	400	0.0596587619744678	0.678852985877408	0	0	0.0193046819028099	500	0.119296226845618	0.696230815009928	0	0	0.0347505533182262
"Chondroitin sulfate biosynthesis"	800	0.00796213820605535	0.0182811247367042	0	0	0.00207148368913084	800	0.0501842618712656	0.515577844610791	0	0	0.0127848416780313	800	0.00796213820605535	0.0182811247367042	0	0	0.00207148368913084	800	0.0501842618712656	0.515577844610791	0	0	0.0127848416780313	700	0.0590380802330788	0.385267928408114	0	0	0.0157249147737812
"Chondroitin sulfateslashdermatan sulfate metabolism"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	350	0.0764914838590867	0.746403890676345	0	0	0.0256508501866595	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	350	0.0764914838590867	0.746403890676345	0	0	0.0256508501866595	700	0.0273718362548009	0.178759322167766	0	0	0.00740605156230515
"Chromosome Maintenance"	750	0.00980849308831765	0.0177222894982344	0	0	0.00261074020320555	350	0.05050763881937	0.38811227008025	0	0	0.0171564865750844	750	0.00980849308831765	0.0177222894982344	0	0	0.00261074020320555	350	0.05050763881937	0.38811227008025	0	0	0.0171564865750844	200	0.450495886722779	2.70198870260634	0	0	0.150230272491548
"Chylomicron_mediated lipid transport"	1450	0.00639238931129717	0.00649903323039064	0	0	0.00132532275587046	100	0.442221180721719	2.57582645370662	0	0	0.178696256325967	1450	0.00639238931129717	0.00649903323039064	0	0	0.00132532275587046	100	0.442221180721719	2.57582645370662	0	0	0.178696256325967	100	0	0	0	0	0
"Circadian Clock"	150	0.256762889023561	1.19838038560024	0	0	0.101786228754792	100	0.259541660400781	1.78982340005847	0	0	0.11429746485992	150	0.256762889023561	1.19838038560024	0	0	0.101786228754792	100	0.259541660400781	1.78982340005847	0	0	0.11429746485992	150	0.624814924309525	4.2950186323452	0	0	0.208850688638372
"Citric acid cycle TCA cycle"	100	0	0	0	0	0	100	0.117364319767956	1.03220301674763	0	0	0.0296203023879786	100	0	0	0	0	0	750	0.117364319767956	1.03220301674763	0	0	0.0296203023879786	650	0.132417411500495	1.29992466281397	0	0	0.0349413670887913
"Class Bslash2 Secretin family receptors"	200	0.245876304164422	0.941617496576681	0	0	0.0902907066577304	200	0.245876304164422	0.941617496576681	0	0	0.0902907066577304	200	0.245876304164422	0.941617496576681	0	0	0.0902907066577304	850	0.0473994531081529	0.484451260651723	0	0	0.0118232470584403	250	0.211302971385804	1.39531321991069	0	0	0.0737934868548866
"Class Cslash3 Metabotropic glutamateslashpheromone receptors"	300	0.158671709160566	0.522315581702989	0	0	0.053704551819771	100	0.158671709160566	0.522315581702989	0	0	0.053704551819771	300	0.158671709160566	0.522315581702989	0	0	0.053704551819771	100	0	0	0	0	0	550	0.286057974270133	2.96065167323419	0	0	0.0743693503134517
"Classical antibody_mediated complement activation"	100	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0
"Clathrin derived vesicle budding"	150	0.391243966280447	1.34532709540027	0	0	0.145537963452742	100	0.432520774977552	2.52558775140129	0	0	0.175564313646888	150	0.391243966280447	1.34532709540027	0	0	0.145537963452742	100	0.432520774977552	2.52558775140129	0	0	0.175564313646888	150	0.539134784481496	3.21720751924221	0	0	0.18732364864337
"Cleavage of Growing Transcript in the Termination Region"	100	0	0	0	0	0	100	0.080836676446158	0.630890715102622	0	0	0.0300858208008926	100	0	0	0	0	0	250	0.080836676446158	0.630890715102622	0	0	0.0300858208008926	100	0.546132117656936	2.46752831789696	0	0	0.210407147166335
"CLEC7A Dectin_1 signaling"	650	0.0271315201085253	0.109964729164811	0	0	0.00754097564671387	100	0.408223332930681	1.83371647969136	0	0	0.167584808138453	650	0.0271315201085253	0.109964729164811	0	0	0.00754097564671387	100	0.408223332930681	1.83371647969136	0	0	0.167584808138453	100	0.377410534687345	4.28131785172875	0	0	0.157182730325559
"Cobalamin Cbl vitamin B12 transport and metabolism"	700	0.0184254950519611	0.0533580889873984	0	0	0.00500768753760438	100	0.0184254950519611	0.0533580889873984	0	0	0.00500768753760438	700	0.0184254950519611	0.0533580889873984	0	0	0.00500768753760438	100	0	0	0	0	0	200	0.327822159921893	2.12796034246655	0	0	0.115776360402884
"Collagen biosynthesis and modifying enzymes"	500	0.0379605494643854	0.167729959102676	0	0	0.01151059837972	100	0.432520774977552	2.46154970801448	0	0	0.175564313646888	500	0.0379605494643854	0.167729959102676	0	0	0.01151059837972	100	0.432520774977552	2.46154970801448	0	0	0.175564313646888	750	0.0490919576365079	0.251504728743019	0	0	0.012813957829962
"Collagen degradation"	950	0.704708718890063	8.40103092587949	0.0344827586206897	950	0.12389069934541	100	0.704708718890063	8.40103092587949	0.0344827586206897	0	0.239416447901532	950	0.704708718890063	8.40103092587949	0.0344827586206897	950	0.12389069934541	100	0.651684551231881	2.46913420944869	0	0	0.239416447901532	100	0	0	0	0	0
"Collagen formation"	250	0.182805027554306	0.69526447192766	0	0	0.0647270343005457	100	0.517986369934624	2.94993485732817	0	0	0.202140550733741	250	0.182805027554306	0.69526447192766	0	0	0.0647270343005457	100	0.517986369934624	2.94993485732817	0	0	0.202140550733741	750	0.0595962741494145	0.310924054884817	0	0	0.0154750380033573
"Common Pathway of Fibrin Clot Formation"	150	0.391243966280447	1.73888280572267	0	0	0.145537963452742	150	0.391243966280447	1.73888280572267	0	0	0.145537963452742	150	0.391243966280447	1.73888280572267	0	0	0.145537963452742	1450	0.023901398023751	0.0548525514535011	0	0	0.00491235005977221	1300	0.00334374202348208	0.0105571556290201	0	0	0.000724811807339429
"Complement cascade"	1150	0.589138768455103	7.69541673705943	0	0	0.101384281014336	250	0.589138768455103	7.69541673705943	0	0	0.101384281014336	1150	0.589138768455103	7.69541673705943	0	0	0.101384281014336	250	0.111642730528153	0.952504546458025	0	0	0.040926225851692	800	0.0490305256695575	0.213357352970605	0	0	0.0124980662463483
"Complex I biogenesis"	100	0	0	0	0	0	100	0.0110287067523459	0.0507605355019746	0	0	0.00245695875030915	100	0	0	0	0	0	1200	0.0110287067523459	0.0507605355019746	0	0	0.00245695875030915	350	0.515013836000259	5.78442024026654	0	0	0.140206092153858
"Condensation of Prophase Chromosomes"	1050	0.000862341850469868	0.00205150238787035	0	0	0.000203277088934648	850	0.0451400969718449	0.506284946275094	0	0	0.0112723055205916	1050	0.000862341850469868	0.00205150238787035	0	0	0.000203277088934648	850	0.0451400969718449	0.506284946275094	0	0	0.0112723055205916	100	0.499862718043289	2.49995933798036	0	0	0.196693034427947
"Constitutive Signaling by Aberrant PI3K in Cancer"	100	0.917439617866006	2.43672766426717	0.0344827586206897	100	0.300229645255002	100	0.917439617866006	2.43672766426717	0.0344827586206897	0	0.300229645255002	100	0.917439617866006	2.43672766426717	0.0344827586206897	100	0.300229645255002	1100	0.0313491513551788	0.169258958985991	0	0	0.00714976701639462	550	0.144347114833897	0.720388418666421	0	0	0.04018069043511
"Constitutive Signaling by AKT1 E17K in Cancer"	800	0.00796213820605535	0.0182811247367042	0	0	0.00207148368913084	350	0.0913475433705916	0.743157206528876	0	0	0.0304091802554487	800	0.00796213820605535	0.0182811247367042	0	0	0.00207148368913084	350	0.0913475433705916	0.743157206528876	0	0	0.0304091802554487	250	0.352906493518241	2.64131687966717	0	0	0.115203841251719
